Freq.	V(rho_over_pref)*I(R4)*freq/sqrt(2)
1.05800000000000e+003	(6.28685966188269e+001dB,-9.30678151217336e+001°)
1.05900000000000e+003	(6.28559090100018e+001dB,-9.30958809851522e+001°)
1.06000000000000e+003	(6.28436954258000e+001dB,-9.31240441746776e+001°)
1.06100000000000e+003	(6.28319540286923e+001dB,-9.31523072826571e+001°)
1.06200000000000e+003	(6.28206830415819e+001dB,-9.31806729067883e+001°)
1.06300000000000e+003	(6.28098807469848e+001dB,-9.32091436511768e+001°)
1.06400000000000e+003	(6.27995454862421e+001dB,-9.32377221273916e+001°)
1.06500000000000e+003	(6.27896756587629e+001dB,-9.32664109555150e+001°)
1.06600000000000e+003	(6.27802697212957e+001dB,-9.32952127651885e+001°)
1.06700000000000e+003	(6.27713261872305e+001dB,-9.33241301966578e+001°)
1.06800000000000e+003	(6.27628436259278e+001dB,-9.33531659018138e+001°)
1.06900000000000e+003	(6.27548206620769e+001dB,-9.33823225452373e+001°)
1.07000000000000e+003	(6.27472559750795e+001dB,-9.34116028052391e+001°)
1.07100000000000e+003	(6.27401482984624e+001dB,-9.34410093749056e+001°)
1.07200000000000e+003	(6.27334964193125e+001dB,-9.34705449631452e+001°)
1.07300000000000e+003	(6.27272991777412e+001dB,-9.35002122957365e+001°)
1.07400000000000e+003	(6.27215554663697e+001dB,-9.35300141163828e+001°)
1.07500000000000e+003	(6.27162642298430e+001dB,-9.35599531877712e+001°)
1.07600000000000e+003	(6.27114244643644e+001dB,-9.35900322926367e+001°)
1.07700000000000e+003	(6.27070352172545e+001dB,-9.36202542348338e+001°)
1.07800000000000e+003	(6.27030955865347e+001dB,-9.36506218404159e+001°)
1.07900000000000e+003	(6.26996047205305e+001dB,-9.36811379587227e+001°)
1.08000000000000e+003	(6.26965618175019e+001dB,-9.37118054634793e+001°)
1.08100000000000e+003	(6.26939661252897e+001dB,-9.37426272539024e+001°)
1.08200000000000e+003	(6.26918169409886e+001dB,-9.37736062558211e+001°)
1.08300000000000e+003	(6.26901136106389e+001dB,-9.38047454228084e+001°)
1.08400000000000e+003	(6.26888555289408e+001dB,-9.38360477373267e+001°)
1.08500000000000e+003	(6.26880421389880e+001dB,-9.38675162118871e+001°)
1.08600000000000e+003	(6.26876729320232e+001dB,-9.38991538902242e+001°)
1.08700000000000e+003	(6.26877474472141e+001dB,-9.39309638484888e+001°)
1.08800000000000e+003	(6.26882652714474e+001dB,-9.39629491964525e+001°)
1.08900000000000e+003	(6.26892260391457e+001dB,-9.39951130787394e+001°)
1.09000000000000e+003	(6.26906294321025e+001dB,-9.40274586760676e+001°)
1.09100000000000e+003	(6.26924751793360e+001dB,-9.40599892065184e+001°)
1.09200000000000e+003	(6.26947630569649e+001dB,-9.40927079268220e+001°)
1.09300000000000e+003	(6.26974928881013e+001dB,-9.41256181336703e+001°)
1.09400000000000e+003	(6.27006645427640e+001dB,-9.41587231650480e+001°)
1.09500000000000e+003	(6.27042779378109e+001dB,-9.41920264015940e+001°)
1.09600000000000e+003	(6.27083330368892e+001dB,-9.42255312679837e+001°)
1.09700000000000e+003	(6.27128298504067e+001dB,-9.42592412343433e+001°)
1.09800000000000e+003	(6.27177684355210e+001dB,-9.42931598176884e+001°)
1.09900000000000e+003	(6.27231488961479e+001dB,-9.43272905833956e+001°)
1.10000000000000e+003	(6.27289713829872e+001dB,-9.43616371467015e+001°)
1.10100000000000e+003	(6.27352360935716e+001dB,-9.43962031742389e+001°)
1.10200000000000e+003	(6.27419432723292e+001dB,-9.44309923856018e+001°)
1.10300000000000e+003	(6.27490932106695e+001dB,-9.44660085549486e+001°)
1.10400000000000e+003	(6.27566862470858e+001dB,-9.45012555126409e+001°)
1.10500000000000e+003	(6.27647227672784e+001dB,-9.45367371469203e+001°)
1.10600000000000e+003	(6.27732032042966e+001dB,-9.45724574056266e+001°)
1.10700000000000e+003	(6.27821280386982e+001dB,-9.46084202979533e+001°)
1.10800000000000e+003	(6.27914977987326e+001dB,-9.46446298962510e+001°)
1.10900000000000e+003	(6.28013130605388e+001dB,-9.46810903378720e+001°)
1.11000000000000e+003	(6.28115744483673e+001dB,-9.47178058270628e+001°)
1.11100000000000e+003	(6.28222826348190e+001dB,-9.47547806369044e+001°)
1.11200000000000e+003	(6.28334383411050e+001dB,-9.47920191113026e+001°)
1.11300000000000e+003	(6.28450423373284e+001dB,-9.48295256670316e+001°)
1.11400000000000e+003	(6.28570954427841e+001dB,-9.48673047958301e+001°)
1.11500000000000e+003	(6.28695985262818e+001dB,-9.49053610665557e+001°)
1.11600000000000e+003	(6.28825525064873e+001dB,-9.49436991273957e+001°)
1.11700000000000e+003	(6.28959583522891e+001dB,-9.49823237081411e+001°)
1.11800000000000e+003	(6.29098170831815e+001dB,-9.50212396225201e+001°)
1.11900000000000e+003	(6.29241297696755e+001dB,-9.50604517706019e+001°)
1.12000000000000e+003	(6.29388975337260e+001dB,-9.50999651412645e+001°)
1.12100000000000e+003	(6.29541215491866e+001dB,-9.51397848147359e+001°)
1.12200000000000e+003	(6.29698030422856e+001dB,-9.51799159652082e+001°)
1.12300000000000e+003	(6.29859432921238e+001dB,-9.52203638635267e+001°)
1.12400000000000e+003	(6.30025436311994e+001dB,-9.52611338799604e+001°)
1.12500000000000e+003	(6.30196054459531e+001dB,-9.53022314870530e+001°)
1.12600000000000e+003	(6.30371301773424e+001dB,-9.53436622625618e+001°)
1.12700000000000e+003	(6.30551193214393e+001dB,-9.53854318924839e+001°)
1.12800000000000e+003	(6.30735744300506e+001dB,-9.54275461741743e+001°)
1.12900000000000e+003	(6.30924971113714e+001dB,-9.54700110195640e+001°)
1.13000000000000e+003	(6.31118890306577e+001dB,-9.55128324584710e+001°)
1.13100000000000e+003	(6.31317519109329e+001dB,-9.55560166420232e+001°)
1.13200000000000e+003	(6.31520875337190e+001dB,-9.55995698461841e+001°)
1.13300000000000e+003	(6.31728977397957e+001dB,-9.56434984753895e+001°)
1.13400000000000e+003	(6.31941844299930e+001dB,-9.56878090663080e+001°)
1.13500000000000e+003	(6.32159495660093e+001dB,-9.57325082917146e+001°)
1.13600000000000e+003	(6.32381951712633e+001dB,-9.57776029644962e+001°)
1.13700000000000e+003	(6.32609233317761e+001dB,-9.58231000417846e+001°)
1.13800000000000e+003	(6.32841361970870e+001dB,-9.58690066292307e+001°)
1.13900000000000e+003	(6.33078359811996e+001dB,-9.59153299854145e+001°)
1.14000000000000e+003	(6.33320249635677e+001dB,-9.59620775264105e+001°)
1.14100000000000e+003	(6.33567054901092e+001dB,-9.60092568305001e+001°)
1.14200000000000e+003	(6.33818799742620e+001dB,-9.60568756430504e+001°)
1.14300000000000e+003	(6.34075508980727e+001dB,-9.61049418815543e+001°)
1.14400000000000e+003	(6.34337208133258e+001dB,-9.61534636408494e+001°)
1.14500000000000e+003	(6.34603923427112e+001dB,-9.62024491985155e+001°)
1.14600000000000e+003	(6.34875681810314e+001dB,-9.62519070204603e+001°)
1.14700000000000e+003	(6.35152510964507e+001dB,-9.63018457667042e+001°)
1.14800000000000e+003	(6.35434439317878e+001dB,-9.63522742973681e+001°)
1.14900000000000e+003	(6.35721496058494e+001dB,-9.64032016788750e+001°)
1.15000000000000e+003	(6.36013711148125e+001dB,-9.64546371903760e+001°)
1.15100000000000e+003	(6.36311115336505e+001dB,-9.65065903304058e+001°)
1.15200000000000e+003	(6.36613740176105e+001dB,-9.65590708237856e+001°)
1.15300000000000e+003	(6.36921618037340e+001dB,-9.66120886287719e+001°)
1.15400000000000e+003	(6.37234782124367e+001dB,-9.66656539444764e+001°)
1.15500000000000e+003	(6.37553266491346e+001dB,-9.67197772185572e+001°)
1.15600000000000e+003	(6.37877106059275e+001dB,-9.67744691551991e+001°)
1.15700000000000e+003	(6.38206336633355e+001dB,-9.68297407233914e+001°)
1.15800000000000e+003	(6.38540994921003e+001dB,-9.68856031655297e+001°)
1.15900000000000e+003	(6.38881118550359e+001dB,-9.69420680063295e+001°)
1.16000000000000e+003	(6.39226746089507e+001dB,-9.69991470620982e+001°)
1.16100000000000e+003	(6.39577917066280e+001dB,-9.70568524503558e+001°)
1.16200000000000e+003	(6.39934671988747e+001dB,-9.71151965998356e+001°)
1.16300000000000e+003	(6.40297052366351e+001dB,-9.71741922608712e+001°)
1.16400000000000e+003	(6.40665100731805e+001dB,-9.72338525162010e+001°)
1.16500000000000e+003	(6.41038860663678e+001dB,-9.72941907921971e+001°)
1.16600000000000e+003	(6.41418376809740e+001dB,-9.73552208705431e+001°)
1.16700000000000e+003	(6.41803694911088e+001dB,-9.74169569003841e+001°)
1.16800000000000e+003	(6.42194861827112e+001dB,-9.74794134109706e+001°)
1.16900000000000e+003	(6.42591925561244e+001dB,-9.75426053248153e+001°)
1.17000000000000e+003	(6.42994935287621e+001dB,-9.76065479713929e+001°)
1.17100000000000e+003	(6.43403941378616e+001dB,-9.76712571014073e+001°)
1.17200000000000e+003	(6.43818995433337e+001dB,-9.77367489016540e+001°)
1.17300000000000e+003	(6.44240150307012e+001dB,-9.78030400105003e+001°)
1.17400000000000e+003	(6.44667460141480e+001dB,-9.78701475340309e+001°)
1.17500000000000e+003	(6.45100980396633e+001dB,-9.79380890628699e+001°)
1.17600000000000e+003	(6.45540767882967e+001dB,-9.80068826897301e+001°)
1.17700000000000e+003	(6.45986880795242e+001dB,-9.80765470277162e+001°)
1.17800000000000e+003	(6.46439378747294e+001dB,-9.81471012294268e+001°)
1.17900000000000e+003	(6.46898322808070e+001dB,-9.82185650068905e+001°)
1.18000000000000e+003	(6.47363775538840e+001dB,-9.82909586523794e+001°)
1.18100000000000e+003	(6.47835801031797e+001dB,-9.83643030601511e+001°)
1.18200000000000e+003	(6.48314464949903e+001dB,-9.84386197491589e+001°)
1.18300000000000e+003	(6.48799834568189e+001dB,-9.85139308867867e+001°)
1.18400000000000e+003	(6.49291978816482e+001dB,-9.85902593136629e+001°)
1.18500000000000e+003	(6.49790968323598e+001dB,-9.86676285696026e+001°)
1.18600000000000e+003	(6.50296875463170e+001dB,-9.87460629207526e+001°)
1.18700000000000e+003	(6.50809774401004e+001dB,-9.88255873879878e+001°)
1.18800000000000e+003	(6.51329741144188e+001dB,-9.89062277766389e+001°)
1.18900000000000e+003	(6.51856853591910e+001dB,-9.89880107076191e+001°)
1.19000000000000e+003	(6.52391191588109e+001dB,-9.90709636500250e+001°)
1.19100000000000e+003	(6.52932836975995e+001dB,-9.91551149552994e+001°)
1.19200000000000e+003	(6.53481873654560e+001dB,-9.92404938930349e+001°)
1.19300000000000e+003	(6.54038387637107e+001dB,-9.93271306885183e+001°)
1.19400000000000e+003	(6.54602467111904e+001dB,-9.94150565621095e+001°)
1.19500000000000e+003	(6.55174202505055e+001dB,-9.95043037705595e+001°)
1.19600000000000e+003	(6.55753686545644e+001dB,-9.95949056503828e+001°)
1.19700000000000e+003	(6.56341014333290e+001dB,-9.96868966633984e+001°)
1.19800000000000e+003	(6.56936283408147e+001dB,-9.97803124445673e+001°)
1.19900000000000e+003	(6.57539593823549e+001dB,-9.98751898522664e+001°)
1.20000000000000e+003	(6.58151048221234e+001dB,-9.99715670211306e+001°)
1.20100000000000e+003	(6.58770751909483e+001dB,-1.00069483417634e+002°)
1.20200000000000e+003	(6.59398812944061e+001dB,-1.00168979898559e+002°)
1.20300000000000e+003	(6.60035342212237e+001dB,-1.00270098772533e+002°)
1.20400000000000e+003	(6.60680453519923e+001dB,-1.00372883864831e+002°)
1.20500000000000e+003	(6.61334263682058e+001dB,-1.00477380585624e+002°)
1.20600000000000e+003	(6.61996892616455e+001dB,-1.00583636001905e+002°)
1.20700000000000e+003	(6.62668463441089e+001dB,-1.00691698913320e+002°)
1.20800000000000e+003	(6.63349102575142e+001dB,-1.00801619932134e+002°)
1.20900000000000e+003	(6.64038939843809e+001dB,-1.00913451567626e+002°)
1.21000000000000e+003	(6.64738108587067e+001dB,-1.01027248315158e+002°)
1.21100000000000e+003	(6.65446745772607e+001dB,-1.01143066750252e+002°)
1.21200000000000e+003	(6.66164992113002e+001dB,-1.01260965627986e+002°)
1.21300000000000e+003	(6.66892992187352e+001dB,-1.01381005988066e+002°)
1.21400000000000e+003	(6.67630894567481e+001dB,-1.01503251265930e+002°)
1.21500000000000e+003	(6.68378851949017e+001dB,-1.01627767410322e+002°)
1.21600000000000e+003	(6.69137021287294e+001dB,-1.01754623007730e+002°)
1.21700000000000e+003	(6.69905563938533e+001dB,-1.01883889414196e+002°)
1.21800000000000e+003	(6.70684645806222e+001dB,-1.02015640894954e+002°)
1.21900000000000e+003	(6.71474437493079e+001dB,-1.02149954772494e+002°)
1.22000000000000e+003	(6.72275114458669e+001dB,-1.02286911583580e+002°)
1.22100000000000e+003	(6.73086857182901e+001dB,-1.02426595245893e+002°)
1.22200000000000e+003	(6.73909851335595e+001dB,-1.02569093234965e+002°)
1.22300000000000e+003	(6.74744287952242e+001dB,-1.02714496772125e+002°)
1.22400000000000e+003	(6.75590363616276e+001dB,-1.02862901024276e+002°)
1.22500000000000e+003	(6.76448280647834e+001dB,-1.03014405316345e+002°)
1.22600000000000e+003	(6.77318247299328e+001dB,-1.03169113357332e+002°)
1.22700000000000e+003	(6.78200477957907e+001dB,-1.03327133480973e+002°)
1.22800000000000e+003	(6.79095193354959e+001dB,-1.03488578902097e+002°)
1.22900000000000e+003	(6.80002620782739e+001dB,-1.03653567989855e+002°)
1.23000000000000e+003	(6.80922994318295e+001dB,-1.03822224559114e+002°)
1.23100000000000e+003	(6.81856555054630e+001dB,-1.03994678181372e+002°)
1.23200000000000e+003	(6.82803551339264e+001dB,-1.04171064516732e+002°)
1.23300000000000e+003	(6.83764239020018e+001dB,-1.04351525668553e+002°)
1.23400000000000e+003	(6.84738881698151e+001dB,-1.04536210562558e+002°)
1.23500000000000e+003	(6.85727750988459e+001dB,-1.04725275352325e+002°)
1.23600000000000e+003	(6.86731126786328e+001dB,-1.04918883853273e+002°)
1.23700000000000e+003	(6.87749297541351e+001dB,-1.05117208007430e+002°)
1.23800000000000e+003	(6.88782560537129e+001dB,-1.05320428381471e+002°)
1.23900000000000e+003	(6.89831222176533e+001dB,-1.05528734700726e+002°)
1.24000000000000e+003	(6.90895598272090e+001dB,-1.05742326422165e+002°)
1.24100000000000e+003	(6.91976014340259e+001dB,-1.05961413349529e+002°)
1.24200000000000e+003	(6.93072805898721e+001dB,-1.06186216294188e+002°)
1.24300000000000e+003	(6.94186318765232e+001dB,-1.06416967785516e+002°)
1.24400000000000e+003	(6.95316909356511e+001dB,-1.06653912835038e+002°)
1.24500000000000e+003	(6.96464944985161e+001dB,-1.06897309758905e+002°)
1.24600000000000e+003	(6.97630804152252e+001dB,-1.07147431063718e+002°)
1.24700000000000e+003	(6.98814876832639e+001dB,-1.07404564401184e+002°)
1.24800000000000e+003	(7.00017564749919e+001dB,-1.07669013597613e+002°)
1.24900000000000e+003	(7.01239281636634e+001dB,-1.07941099764775e+002°)
1.25000000000000e+003	(7.02480453475173e+001dB,-1.08221162499301e+002°)
1.25100000000000e+003	(7.03741518713727e+001dB,-1.08509561178476e+002°)
1.25200000000000e+003	(7.05022928450483e+001dB,-1.08806676360943e+002°)
1.25300000000000e+003	(7.06325146578205e+001dB,-1.09112911301708e+002°)
1.25400000000000e+003	(7.07648649879981e+001dB,-1.09428693591646e+002°)
1.25500000000000e+003	(7.08993928065017e+001dB,-1.09754476932661e+002°)
1.25600000000000e+003	(7.10361483731727e+001dB,-1.10090743060661e+002°)
1.25700000000000e+003	(7.11751832242808e+001dB,-1.10438003829588e+002°)
1.25800000000000e+003	(7.13165501494587e+001dB,-1.10796803470916e+002°)
1.25900000000000e+003	(7.14603031559548e+001dB,-1.11167721044239e+002°)
1.26000000000000e+003	(7.16064974177625e+001dB,-1.11551373095934e+002°)
1.26100000000000e+003	(7.17551892067063e+001dB,-1.11948416544113e+002°)
1.26200000000000e+003	(7.19064358021380e+001dB,-1.12359551809689e+002°)
1.26300000000000e+003	(7.20602953752171e+001dB,-1.12785526214555e+002°)
1.26400000000000e+003	(7.22168268431475e+001dB,-1.13227137669470e+002°)
1.26500000000000e+003	(7.23760896878677e+001dB,-1.13685238675438e+002°)
1.26600000000000e+003	(7.25381437327904e+001dB,-1.14160740663651e+002°)
1.26700000000000e+003	(7.27030488700746e+001dB,-1.14654618699976e+002°)
1.26800000000000e+003	(7.28708647295886e+001dB,-1.15167916580541e+002°)
1.26900000000000e+003	(7.30416502792698e+001dB,-1.15701752345145e+002°)
1.27000000000000e+003	(7.32154633447849e+001dB,-1.16257324234490e+002°)
1.27100000000000e+003	(7.33923600343623e+001dB,-1.16835917115546e+002°)
1.27200000000000e+003	(7.35723940523131e+001dB,-1.17438909396363e+002°)
1.27300000000000e+003	(7.37556158819863e+001dB,-1.18067780446593e+002°)
1.27400000000000e+003	(7.39420718157721e+001dB,-1.18724118532626e+002°)
1.27500000000000e+003	(7.41318028061225e+001dB,-1.19409629265421e+002°)
1.27600000000000e+003	(7.43248431074779e+001dB,-1.20126144544208e+002°)
1.27700000000000e+003	(7.45212186742895e+001dB,-1.20875631958468e+002°)
1.27800000000000e+003	(7.47209452752341e+001dB,-1.21660204583096e+002°)
1.27900000000000e+003	(7.49240262779101e+001dB,-1.22482131064428e+002°)
1.28000000000000e+003	(7.51304500522947e+001dB,-1.23343845846663e+002°)
1.28100000000000e+003	(7.53401869347053e+001dB,-1.24247959324804e+002°)
1.28200000000000e+003	(7.55531856876499e+001dB,-1.25197267629440e+002°)
1.28300000000000e+003	(7.57693693847666e+001dB,-1.26194761644791e+002°)
1.28400000000000e+003	(7.59886306451351e+001dB,-1.27243634731547e+002°)
1.28500000000000e+003	(7.62108261379979e+001dB,-1.28347288462855e+002°)
1.28600000000000e+003	(7.64357702792714e+001dB,-1.29509335482307e+002°)
1.28700000000000e+003	(7.66632280465113e+001dB,-1.30733598350264e+002°)
1.28800000000000e+003	(7.68929068521175e+001dB,-1.32024102957310e+002°)
1.28900000000000e+003	(7.71244474386424e+001dB,-1.33385064750052e+002°)
1.29000000000000e+003	(7.73574137994321e+001dB,-1.34820865640318e+002°)
1.29100000000000e+003	(7.75912821876081e+001dB,-1.36336019067378e+002°)
1.29200000000000e+003	(7.78254293627407e+001dB,-1.37935120282073e+002°)
1.29300000000000e+003	(7.80591203437031e+001dB,-1.39622778566043e+002°)
1.29400000000000e+003	(7.82914960944519e+001dB,-1.41403527861887e+002°)
1.29500000000000e+003	(7.85215617708072e+001dB,-1.43281712273233e+002°)
1.29600000000000e+003	(7.87481764005342e+001dB,-1.45261343237341e+002°)
1.29700000000000e+003	(7.89700451485362e+001dB,-1.47345926054154e+002°)
1.29800000000000e+003	(7.91857156134329e+001dB,-1.49538255071753e+002°)
1.29900000000000e+003	(7.93935798747616e+001dB,-1.51840179376495e+002°)
1.30000000000000e+003	(7.95918842036466e+001dB,-1.54252344452784e+002°)
1.30100000000000e+003	(7.97787483850034e+001dB,-1.56773919965722e+002°)
1.30200000000000e+003	(7.99521963809806e+001dB,-1.59402329342207e+002°)
1.30300000000000e+003	(8.01101994979757e+001dB,-1.62133002606974e+002°)
1.30400000000000e+003	(8.02507322351829e+001dB,-1.64959178991956e+002°)
1.30500000000000e+003	(8.03718395884724e+001dB,-1.67871788838474e+002°)
1.30600000000000e+003	(8.04717128619023e+001dB,-1.70859443750261e+002°)
1.30700000000000e+003	(8.05487692319908e+001dB,-1.73908558551192e+002°)
1.30800000000000e+003	(8.06017287668282e+001dB,-1.77003617818931e+002°)
1.30900000000000e+003	(8.06296817280118e+001dB,1.79872415699353e+002°)
1.31000000000000e+003	(8.06321391266344e+001dB,1.76737571483917e+002°)
1.31100000000000e+003	(8.06090608278067e+001dB,1.73610258348066e+002°)
1.31200000000000e+003	(8.05608578834374e+001dB,1.70508618827698e+002°)
1.31300000000000e+003	(8.04883688130528e+001dB,1.67449906586165e+002°)
1.31400000000000e+003	(8.03928126489105e+001dB,1.64449938928554e+002°)
1.31500000000000e+003	(8.02757240992423e+001dB,1.61522664987281e+002°)
1.31600000000000e+003	(8.01388777113467e+001dB,1.58679873472987e+002°)
1.31700000000000e+003	(7.99842082629069e+001dB,1.55931045757428e+002°)
1.31800000000000e+003	(7.98137338936101e+001dB,1.53283343947407e+002°)
1.31900000000000e+003	(7.96294870346013e+001dB,1.50741711908246e+002°)
1.32000000000000e+003	(7.94334564046149e+001dB,1.48309060852137e+002°)
1.32100000000000e+003	(7.92275415844327e+001dB,1.45986509770374e+002°)
1.32200000000000e+003	(7.90135202102088e+001dB,1.43773653469396e+002°)
1.32300000000000e+003	(7.87930267655012e+001dB,1.41668835775262e+002°)
1.32400000000000e+003	(7.85675413145290e+001dB,1.39669411207471e+002°)
1.32500000000000e+003	(7.83383862458491e+001dB,1.37771984044183e+002°)
1.32600000000000e+003	(7.81067290933383e+001dB,1.35972618561783e+002°)
1.32700000000000e+003	(7.78735896733391e+001dB,1.34267018042507e+002°)
1.32800000000000e+003	(7.76398500406329e+001dB,1.32650672873545e+002°)
1.32900000000000e+003	(7.74062660597997e+001dB,1.31118979827927e+002°)
1.33000000000000e+003	(7.71734796725109e+001dB,1.29667335613520e+002°)
1.33100000000000e+003	(7.69420311926587e+001dB,1.28291208201527e+002°)
1.33200000000000e+003	(7.67123711702290e+001dB,1.26986189480888e+002°)
1.33300000000000e+003	(7.64848715305395e+001dB,1.25748032578560e+002°)
1.33400000000000e+003	(7.62598358210345e+001dB,1.24572676844376e+002°)
1.33500000000000e+003	(7.60375084895037e+001dB,1.23456263102546e+002°)
1.33600000000000e+003	(7.58180831816133e+001dB,1.22395141368277e+002°)
1.33700000000000e+003	(7.56017100881741e+001dB,1.21385872847487e+002°)
1.33800000000000e+003	(7.53885023990337e+001dB,1.20425227696423e+002°)
1.33900000000000e+003	(7.51785419352374e+001dB,1.19510179722160e+002°)
1.34000000000000e+003	(7.49718840376257e+001dB,1.18637898954835e+002°)
1.34100000000000e+003	(7.47685617909947e+001dB,1.17805742815374e+002°)
1.34200000000000e+003	(7.45685896603382e+001dB,1.17011246433678e+002°)
1.34300000000000e+003	(7.43719666109054e+001dB,1.16252112536550e+002°)
1.34400000000000e+003	(7.41786787778418e+001dB,1.15526201216654e+002°)
1.34500000000000e+003	(7.39887017447670e+001dB,1.14831519809155e+002°)
1.34600000000000e+003	(7.38020024841932e+001dB,1.14166213036630e+002°)
1.34700000000000e+003	(7.36185410064789e+001dB,1.13528553532041e+002°)
1.34800000000000e+003	(7.34382717582487e+001dB,1.12916932810797e+002°)
1.34900000000000e+003	(7.32611448059207e+001dB,1.12329852733699e+002°)
1.35000000000000e+003	(7.30871068352579e+001dB,1.11765917480861e+002°)
1.35100000000000e+003	(7.29161019936606e+001dB,1.11223826040808e+002°)
1.35200000000000e+003	(7.27480725981711e+001dB,1.10702365207438e+002°)
1.35300000000000e+003	(7.25829597289967e+001dB,1.10200403069756e+002°)
1.35400000000000e+003	(7.24207037254656e+001dB,1.09716882973741e+002°)
1.35500000000000e+003	(7.22612445989654e+001dB,1.09250817932513e+002°)
1.35600000000000e+003	(7.21045223752622e+001dB,1.08801285458948e+002°)
1.35700000000000e+003	(7.19504773768259e+001dB,1.08367422794133e+002°)
1.35800000000000e+003	(7.17990504542197e+001dB,1.07948422505016e+002°)
1.35900000000000e+003	(7.16501831742983e+001dB,1.07543528425136e+002°)
1.36000000000000e+003	(7.15038179718103e+001dB,1.07152031913193e+002°)
1.36100000000000e+003	(7.13598982700367e+001dB,1.06773268405405e+002°)
1.36200000000000e+003	(7.12183685752637e+001dB,1.06406614238908e+002°)
1.36300000000000e+003	(7.10791745491893e+001dB,1.06051483724808e+002°)
1.36400000000000e+003	(7.09422630627426e+001dB,1.05707326450970e+002°)
1.36500000000000e+003	(7.08075822342925e+001dB,1.05373624795957e+002°)
1.36600000000000e+003	(7.06750814547766e+001dB,1.05049891636984e+002°)
1.36700000000000e+003	(7.05447114019060e+001dB,1.04735668235985e+002°)
1.36800000000000e+003	(7.04164240452763e+001dB,1.04430522289191e+002°)
1.36900000000000e+003	(7.02901726439587e+001dB,1.04134046126791e+002°)
1.37000000000000e+003	(7.01659117378809e+001dB,1.03845855050292e+002°)
1.37100000000000e+003	(7.00435971341507e+001dB,1.03565585796316e+002°)
1.37200000000000e+003	(6.99231858892473e+001dB,1.03292895116369e+002°)
1.37300000000000e+003	(6.98046362879326e+001dB,1.03027458463185e+002°)
1.37400000000000e+003	(6.96879078195356e+001dB,1.02768968774864e+002°)
1.37500000000000e+003	(6.95729611522195e+001dB,1.02517135348901e+002°)
1.37600000000000e+003	(6.94597581057032e+001dB,1.02271682798797e+002°)
1.37700000000000e+003	(6.93482616228695e+001dB,1.02032350086619e+002°)
1.37800000000000e+003	(6.92384357405975e+001dB,1.01798889625409e+002°)
1.37900000000000e+003	(6.91302455601108e+001dB,1.01571066445865e+002°)
1.38000000000000e+003	(6.90236572170940e+001dB,1.01348657422222e+002°)
1.38100000000000e+003	(6.89186378517807e+001dB,1.01131450552668e+002°)
1.38200000000000e+003	(6.88151555791647e+001dB,1.00919244289994e+002°)
1.38300000000000e+003	(6.87131794594943e+001dB,1.00711846918620e+002°)
1.38400000000000e+003	(6.86126794691503e+001dB,1.00509075974387e+002°)
1.38500000000000e+003	(6.85136264719948e+001dB,1.00310757703837e+002°)
1.38600000000000e+003	(6.84159921912819e+001dB,1.00116726560002e+002°)
1.38700000000000e+003	(6.83197491821615e+001dB,9.99268247319047e+001°)
1.38800000000000e+003	(6.82248708048422e+001dB,9.97409017052687e+001°)
1.38900000000000e+003	(6.81313311984347e+001dB,9.95588138521134e+001°)
1.39000000000000e+003	(6.80391052554994e+001dB,9.93804240470851e+001°)
1.39100000000000e+003	(6.79481685973159e+001dB,9.92056013085774e+001°)
1.39200000000000e+003	(6.78584975498850e+001dB,9.90342204628377e+001°)
1.39300000000000e+003	(6.77700691206591e+001dB,9.88661618293856e+001°)
1.39400000000000e+003	(6.76828609760071e+001dB,9.87013109262413e+001°)
1.39500000000000e+003	(6.75968514193992e+001dB,9.85395581935230e+001°)
1.39600000000000e+003	(6.75120193703161e+001dB,9.83807987341557e+001°)
1.39700000000000e+003	(6.74283443438595e+001dB,9.82249320704686e+001°)
1.39800000000000e+003	(6.73458064310517e+001dB,9.80718619155758e+001°)
1.39900000000000e+003	(6.72643862798222e+001dB,9.79214959585510e+001°)
1.40000000000000e+003	(6.71840650766453e+001dB,9.77737456624177e+001°)
1.40100000000000e+003	(6.71048245288309e+001dB,9.76285260741131e+001°)
1.40200000000000e+003	(6.70266468474383e+001dB,9.74857556456101e+001°)
1.40300000000000e+003	(6.69495147307966e+001dB,9.73453560654474e+001°)
1.40400000000000e+003	(6.68734113486200e+001dB,9.72072520999917e+001°)
1.40500000000000e+003	(6.67983203266948e+001dB,9.70713714437888e+001°)
1.40600000000000e+003	(6.67242257321125e+001dB,9.69376445783955e+001°)
1.40700000000000e+003	(6.66511120590496e+001dB,9.68060046391783e+001°)
1.40800000000000e+003	(6.65789642150509e+001dB,9.66763872895264e+001°)
1.40900000000000e+003	(6.65077675078236e+001dB,9.65487306020447e+001°)
1.41000000000000e+003	(6.64375076325012e+001dB,9.64229749462555e+001°)
1.41100000000000e+003	(6.63681706593801e+001dB,9.62990628824273e+001°)
1.41200000000000e+003	(6.62997430220972e+001dB,9.61769390611289e+001°)
1.41300000000000e+003	(6.62322115062414e+001dB,9.60565501281676e+001°)
1.41400000000000e+003	(6.61655632383756e+001dB,9.59378446345761e+001°)
1.41500000000000e+003	(6.60997856754610e+001dB,9.58207729513443e+001°)
1.41600000000000e+003	(6.60348665946638e+001dB,9.57052871886106e+001°)
1.41700000000000e+003	(6.59707940835298e+001dB,9.55913411190404e+001°)
