Freq.	-V(n001)/I(I1)
1.02300000000000e+003	2.22545717645986e+004,7.38690932564474e+004
1.02400000000000e+003	2.22962936460360e+004,7.39316173854602e+004
1.02500000000000e+003	2.23380493703552e+004,7.39941142189050e+004
1.02600000000000e+003	2.23798389181345e+004,7.40565837353457e+004
1.02700000000000e+003	2.24216622699376e+004,7.41190259133606e+004
1.02800000000000e+003	2.24635194063133e+004,7.41814407315427e+004
1.02900000000000e+003	2.25054103077954e+004,7.42438281684997e+004
1.03000000000000e+003	2.25473349549030e+004,7.43061882028537e+004
1.03100000000000e+003	2.25892933281402e+004,7.43685208132417e+004
1.03200000000000e+003	2.26312854079966e+004,7.44308259783151e+004
1.03300000000000e+003	2.26733111749468e+004,7.44931036767402e+004
1.03400000000000e+003	2.27153706094506e+004,7.45553538871977e+004
1.03500000000000e+003	2.27574636919531e+004,7.46175765883832e+004
1.03600000000000e+003	2.27995904028844e+004,7.46797717590070e+004
1.03700000000000e+003	2.28417507226604e+004,7.47419393777940e+004
1.03800000000000e+003	2.28839446316816e+004,7.48040794234837e+004
1.03900000000000e+003	2.29261721103341e+004,7.48661918748307e+004
1.04000000000000e+003	2.29684331389895e+004,7.49282767106039e+004
1.04100000000000e+003	2.30107276980041e+004,7.49903339095874e+004
1.04200000000000e+003	2.30530557677199e+004,7.50523634505795e+004
1.04300000000000e+003	2.30954173284643e+004,7.51143653123938e+004
1.04400000000000e+003	2.31378123605499e+004,7.51763394738584e+004
1.04500000000000e+003	2.31802408442745e+004,7.52382859138163e+004
1.04600000000000e+003	2.32227027599214e+004,7.53002046111251e+004
1.04700000000000e+003	2.32651980877591e+004,7.53620955446575e+004
1.04800000000000e+003	2.33077268080418e+004,7.54239586933009e+004
1.04900000000000e+003	2.33502889010089e+004,7.54857940359573e+004
1.05000000000000e+003	2.33928843468850e+004,7.55476015515440e+004
1.05100000000000e+003	2.34355131258804e+004,7.56093812189929e+004
1.05200000000000e+003	2.34781752181907e+004,7.56711330172507e+004
1.05300000000000e+003	2.35208706039969e+004,7.57328569252791e+004
1.05400000000000e+003	2.35635992634655e+004,7.57945529220546e+004
1.05500000000000e+003	2.36063611767485e+004,7.58562209865686e+004
1.05600000000000e+003	2.36491563239832e+004,7.59178610978276e+004
1.05700000000000e+003	2.36919846852925e+004,7.59794732348529e+004
1.05800000000000e+003	2.37348462407848e+004,7.60410573766805e+004
1.05900000000000e+003	2.37777409705538e+004,7.61026135023616e+004
1.06000000000000e+003	2.38206688546791e+004,7.61641415909624e+004
1.06100000000000e+003	2.38636298732255e+004,7.62256416215638e+004
1.06200000000000e+003	2.39066240062434e+004,7.62871135732620e+004
1.06300000000000e+003	2.39496512337688e+004,7.63485574251679e+004
1.06400000000000e+003	2.39927115358233e+004,7.64099731564075e+004
1.06500000000000e+003	2.40358048924140e+004,7.64713607461218e+004
1.06600000000000e+003	2.40789312835335e+004,7.65327201734669e+004
1.06700000000000e+003	2.41220906891601e+004,7.65940514176138e+004
1.06800000000000e+003	2.41652830892577e+004,7.66553544577485e+004
1.06900000000000e+003	2.42085084637759e+004,7.67166292730723e+004
1.07000000000000e+003	2.42517667926498e+004,7.67778758428012e+004
1.07100000000000e+003	2.42950580558001e+004,7.68390941461666e+004
1.07200000000000e+003	2.43383822331333e+004,7.69002841624148e+004
1.07300000000000e+003	2.43817393045414e+004,7.69614458708071e+004
1.07400000000000e+003	2.44251292499022e+004,7.70225792506202e+004
1.07500000000000e+003	2.44685520490793e+004,7.70836842811456e+004
1.07600000000000e+003	2.45120076819218e+004,7.71447609416901e+004
1.07700000000000e+003	2.45554961282643e+004,7.72058092115756e+004
1.07800000000000e+003	2.45990173679277e+004,7.72668290701391e+004
1.07900000000000e+003	2.46425713807182e+004,7.73278204967328e+004
1.08000000000000e+003	2.46861581464280e+004,7.73887834707239e+004
1.08100000000000e+003	2.47297776448348e+004,7.74497179714950e+004
1.08200000000000e+003	2.47734298557021e+004,7.75106239784439e+004
1.08300000000000e+003	2.48171147587796e+004,7.75715014709832e+004
1.08400000000000e+003	2.48608323338022e+004,7.76323504285413e+004
1.08500000000000e+003	2.49045825604910e+004,7.76931708305613e+004
1.08600000000000e+003	2.49483654185527e+004,7.77539626565018e+004
1.08700000000000e+003	2.49921808876801e+004,7.78147258858365e+004
1.08800000000000e+003	2.50360289475515e+004,7.78754604980545e+004
1.08900000000000e+003	2.50799095778313e+004,7.79361664726600e+004
1.09000000000000e+003	2.51238227581698e+004,7.79968437891726e+004
1.09100000000000e+003	2.51677684682029e+004,7.80574924271269e+004
1.09200000000000e+003	2.52117466875527e+004,7.81181123660732e+004
1.09300000000000e+003	2.52557573958269e+004,7.81787035855768e+004
1.09400000000000e+003	2.52998005726194e+004,7.82392660652185e+004
1.09500000000000e+003	2.53438761975098e+004,7.82997997845941e+004
1.09600000000000e+003	2.53879842500638e+004,7.83603047233151e+004
1.09700000000000e+003	2.54321247098330e+004,7.84207808610082e+004
1.09800000000000e+003	2.54762975563549e+004,7.84812281773153e+004
1.09900000000000e+003	2.55205027691530e+004,7.85416466518939e+004
1.10000000000000e+003	2.55647403277369e+004,7.86020362644167e+004
1.10100000000000e+003	2.56090102116020e+004,7.86623969945718e+004
1.10200000000000e+003	2.56533124002299e+004,7.87227288220628e+004
1.10300000000000e+003	2.56976468730880e+004,7.87830317266086e+004
1.10400000000000e+003	2.57420136096299e+004,7.88433056879435e+004
1.10500000000000e+003	2.57864125892953e+004,7.89035506858173e+004
1.10600000000000e+003	2.58308437915098e+004,7.89637666999952e+004
1.10700000000000e+003	2.58753071956852e+004,7.90239537102577e+004
1.10800000000000e+003	2.59198027812191e+004,7.90841116964011e+004
1.10900000000000e+003	2.59643305274957e+004,7.91442406382367e+004
1.11000000000000e+003	2.60088904138848e+004,7.92043405155917e+004
1.11100000000000e+003	2.60534824197427e+004,7.92644113083085e+004
1.11200000000000e+003	2.60981065244115e+004,7.93244529962451e+004
1.11300000000000e+003	2.61427627072196e+004,7.93844655592749e+004
1.11400000000000e+003	2.61874509474817e+004,7.94444489772870e+004
1.11500000000000e+003	2.62321712244984e+004,7.95044032301860e+004
1.11600000000000e+003	2.62769235175565e+004,7.95643282978917e+004
1.11700000000000e+003	2.63217078059294e+004,7.96242241603399e+004
1.11800000000000e+003	2.63665240688762e+004,7.96840907974818e+004
1.11900000000000e+003	2.64113722856423e+004,7.97439281892838e+004
1.12000000000000e+003	2.64562524354596e+004,7.98037363157285e+004
1.12100000000000e+003	2.65011644975460e+004,7.98635151568136e+004
1.12200000000000e+003	2.65461084511057e+004,7.99232646925526e+004
1.12300000000000e+003	2.65910842753292e+004,7.99829849029745e+004
1.12400000000000e+003	2.66360919493933e+004,8.00426757681241e+004
1.12500000000000e+003	2.66811314524610e+004,8.01023372680616e+004
1.12600000000000e+003	2.67262027636816e+004,8.01619693828629e+004
1.12700000000000e+003	2.67713058621908e+004,8.02215720926196e+004
1.12800000000000e+003	2.68164407271106e+004,8.02811453774390e+004
1.12900000000000e+003	2.68616073375492e+004,8.03406892174439e+004
1.13000000000000e+003	2.69068056726014e+004,8.04002035927728e+004
1.13100000000000e+003	2.69520357113482e+004,8.04596884835801e+004
1.13200000000000e+003	2.69972974328570e+004,8.05191438700356e+004
1.13300000000000e+003	2.70425908161814e+004,8.05785697323251e+004
1.13400000000000e+003	2.70879158403618e+004,8.06379660506497e+004
1.13500000000000e+003	2.71332724844247e+004,8.06973328052267e+004
1.13600000000000e+003	2.71786607273831e+004,8.07566699762888e+004
1.13700000000000e+003	2.72240805482363e+004,8.08159775440845e+004
1.13800000000000e+003	2.72695319259704e+004,8.08752554888782e+004
1.13900000000000e+003	2.73150148395577e+004,8.09345037909499e+004
1.14000000000000e+003	2.73605292679570e+004,8.09937224305955e+004
1.14100000000000e+003	2.74060751901135e+004,8.10529113881265e+004
1.14200000000000e+003	2.74516525849592e+004,8.11120706438703e+004
1.14300000000000e+003	2.74972614314121e+004,8.11712001781703e+004
1.14400000000000e+003	2.75429017083773e+004,8.12302999713854e+004
1.14500000000000e+003	2.75885733947460e+004,8.12893700038903e+004
1.14600000000000e+003	2.76342764693961e+004,8.13484102560759e+004
1.14700000000000e+003	2.76800109111922e+004,8.14074207083486e+004
1.14800000000000e+003	2.77257766989851e+004,8.14664013411308e+004
1.14900000000000e+003	2.77715738116125e+004,8.15253521348606e+004
1.15000000000000e+003	2.78174022278987e+004,8.15842730699923e+004
1.15100000000000e+003	2.78632619266544e+004,8.16431641269957e+004
1.15200000000000e+003	2.79091528866770e+004,8.17020252863567e+004
1.15300000000000e+003	2.79550750867506e+004,8.17608565285772e+004
1.15400000000000e+003	2.80010285056458e+004,8.18196578341747e+004
1.15500000000000e+003	2.80470131221201e+004,8.18784291836828e+004
1.15600000000000e+003	2.80930289149175e+004,8.19371705576512e+004
1.15700000000000e+003	2.81390758627686e+004,8.19958819366451e+004
1.15800000000000e+003	2.81851539443909e+004,8.20545633012461e+004
1.15900000000000e+003	2.82312631384884e+004,8.21132146320515e+004
1.16000000000000e+003	2.82774034237520e+004,8.21718359096746e+004
1.16100000000000e+003	2.83235747788592e+004,8.22304271147448e+004
1.16200000000000e+003	2.83697771824744e+004,8.22889882279072e+004
1.16300000000000e+003	2.84160106132485e+004,8.23475192298233e+004
1.16400000000000e+003	2.84622750498193e+004,8.24060201011704e+004
1.16500000000000e+003	2.85085704708116e+004,8.24644908226417e+004
1.16600000000000e+003	2.85548968548365e+004,8.25229313749465e+004
1.16700000000000e+003	2.86012541804924e+004,8.25813417388103e+004
1.16800000000000e+003	2.86476424263643e+004,8.26397218949744e+004
1.16900000000000e+003	2.86940615710240e+004,8.26980718241964e+004
1.17000000000000e+003	2.87405115930301e+004,8.27563915072498e+004
1.17100000000000e+003	2.87869924709282e+004,8.28146809249242e+004
1.17200000000000e+003	2.88335041832509e+004,8.28729400580252e+004
1.17300000000000e+003	2.88800467085172e+004,8.29311688873747e+004
1.17400000000000e+003	2.89266200252333e+004,8.29893673938105e+004
1.17500000000000e+003	2.89732241118924e+004,8.30475355581867e+004
1.17600000000000e+003	2.90198589469746e+004,8.31056733613733e+004
1.17700000000000e+003	2.90665245089467e+004,8.31637807842567e+004
1.17800000000000e+003	2.91132207762624e+004,8.32218578077392e+004
1.17900000000000e+003	2.91599477273629e+004,8.32799044127393e+004
1.18000000000000e+003	2.92067053406758e+004,8.33379205801917e+004
1.18100000000000e+003	2.92534935946159e+004,8.33959062910474e+004
1.18200000000000e+003	2.93003124675849e+004,8.34538615262733e+004
1.18300000000000e+003	2.93471619379716e+004,8.35117862668527e+004
1.18400000000000e+003	2.93940419841520e+004,8.35696804937850e+004
1.18500000000000e+003	2.94409525844888e+004,8.36275441880859e+004
1.18600000000000e+003	2.94878937173318e+004,8.36853773307871e+004
1.18700000000000e+003	2.95348653610180e+004,8.37431799029369e+004
1.18800000000000e+003	2.95818674938713e+004,8.38009518855994e+004
1.18900000000000e+003	2.96289000942030e+004,8.38586932598553e+004
1.19000000000000e+003	2.96759631403111e+004,8.39164040068013e+004
1.19100000000000e+003	2.97230566104810e+004,8.39740841075505e+004
1.19200000000000e+003	2.97701804829850e+004,8.40317335432324e+004
1.19300000000000e+003	2.98173347360827e+004,8.40893522949924e+004
1.19400000000000e+003	2.98645193480207e+004,8.41469403439924e+004
1.19500000000000e+003	2.99117342970329e+004,8.42044976714108e+004
1.19600000000000e+003	2.99589795613404e+004,8.42620242584420e+004
1.19700000000000e+003	3.00062551191512e+004,8.43195200862970e+004
1.19800000000000e+003	3.00535609486609e+004,8.43769851362027e+004
1.19900000000000e+003	3.01008970280519e+004,8.44344193894028e+004
1.20000000000000e+003	3.01482633354942e+004,8.44918228271571e+004
1.20100000000000e+003	3.01956598491447e+004,8.45491954307419e+004
1.20200000000000e+003	3.02430865471478e+004,8.46065371814496e+004
1.20300000000000e+003	3.02905434076350e+004,8.46638480605893e+004
1.20400000000000e+003	3.03380304087252e+004,8.47211280494862e+004
1.20500000000000e+003	3.03855475285244e+004,8.47783771294822e+004
1.20600000000000e+003	3.04330947451262e+004,8.48355952819352e+004
1.20700000000000e+003	3.04806720366111e+004,8.48927824882200e+004
1.20800000000000e+003	3.05282793810474e+004,8.49499387297273e+004
1.20900000000000e+003	3.05759167564903e+004,8.50070639878646e+004
1.21000000000000e+003	3.06235841409826e+004,8.50641582440558e+004
1.21100000000000e+003	3.06712815125544e+004,8.51212214797411e+004
1.21200000000000e+003	3.07190088492232e+004,8.51782536763772e+004
1.21300000000000e+003	3.07667661289938e+004,8.52352548154374e+004
1.21400000000000e+003	3.08145533298585e+004,8.52922248784113e+004
1.21500000000000e+003	3.08623704297970e+004,8.53491638468050e+004
1.21600000000000e+003	3.09102174067763e+004,8.54060717021412e+004
1.21700000000000e+003	3.09580942387511e+004,8.54629484259591e+004
1.21800000000000e+003	3.10060009036632e+004,8.55197939998144e+004
1.21900000000000e+003	3.10539373794422e+004,8.55766084052791e+004
1.22000000000000e+003	3.11019036440050e+004,8.56333916239421e+004
1.22100000000000e+003	3.11498996752560e+004,8.56901436374085e+004
1.22200000000000e+003	3.11979254510871e+004,8.57468644273003e+004
1.22300000000000e+003	3.12459809493779e+004,8.58035539752557e+004
1.22400000000000e+003	3.12940661479951e+004,8.58602122629297e+004
1.22500000000000e+003	3.13421810247934e+004,8.59168392719938e+004
1.22600000000000e+003	3.13903255576149e+004,8.59734349841360e+004
1.22700000000000e+003	3.14384997242892e+004,8.60299993810610e+004
1.22800000000000e+003	3.14867035026334e+004,8.60865324444902e+004
1.22900000000000e+003	3.15349368704523e+004,8.61430341561614e+004
1.23000000000000e+003	3.15831998055386e+004,8.61995044978291e+004
1.23100000000000e+003	3.16314922856721e+004,8.62559434512644e+004
1.23200000000000e+003	3.16798142886206e+004,8.63123509982552e+004
1.23300000000000e+003	3.17281657921392e+004,8.63687271206058e+004
1.23400000000000e+003	3.17765467739710e+004,8.64250718001374e+004
1.23500000000000e+003	3.18249572118468e+004,8.64813850186877e+004
1.23600000000000e+003	3.18733970834847e+004,8.65376667581110e+004
1.23700000000000e+003	3.19218663665908e+004,8.65939170002785e+004
1.23800000000000e+003	3.19703650388589e+004,8.66501357270781e+004
1.23900000000000e+003	3.20188930779704e+004,8.67063229204141e+004
1.24000000000000e+003	3.20674504615945e+004,8.67624785622078e+004
1.24100000000000e+003	3.21160371673880e+004,8.68186026343971e+004
1.24200000000000e+003	3.21646531729960e+004,8.68746951189367e+004
1.24300000000000e+003	3.22132984560506e+004,8.69307559977979e+004
1.24400000000000e+003	3.22619729941722e+004,8.69867852529689e+004
1.24500000000000e+003	3.23106767649690e+004,8.70427828664545e+004
1.24600000000000e+003	3.23594097460366e+004,8.70987488202764e+004
1.24700000000000e+003	3.24081719149590e+004,8.71546830964730e+004
1.24800000000000e+003	3.24569632493076e+004,8.72105856770995e+004
1.24900000000000e+003	3.25057837266419e+004,8.72664565442278e+004
1.25000000000000e+003	3.25546333245090e+004,8.73222956799468e+004
1.25100000000000e+003	3.26035120204442e+004,8.73781030663620e+004
1.25200000000000e+003	3.26524197919707e+004,8.74338786855958e+004
1.25300000000000e+003	3.27013566165991e+004,8.74896225197875e+004
1.25400000000000e+003	3.27503224718285e+004,8.75453345510931e+004
1.25500000000000e+003	3.27993173351456e+004,8.76010147616855e+004
1.25600000000000e+003	3.28483411840253e+004,8.76566631337545e+004
1.25700000000000e+003	3.28973939959302e+004,8.77122796495066e+004
1.25800000000000e+003	3.29464757483110e+004,8.77678642911653e+004
1.25900000000000e+003	3.29955864186063e+004,8.78234170409710e+004
1.26000000000000e+003	3.30447259842428e+004,8.78789378811809e+004
1.26100000000000e+003	3.30938944226353e+004,8.79344267940690e+004
1.26200000000000e+003	3.31430917111863e+004,8.79898837619265e+004
1.26300000000000e+003	3.31923178272866e+004,8.80453087670613e+004
1.26400000000000e+003	3.32415727483152e+004,8.81007017917982e+004
1.26500000000000e+003	3.32908564516385e+004,8.81560628184790e+004
1.26600000000000e+003	3.33401689146118e+004,8.82113918294625e+004
1.26700000000000e+003	3.33895101145780e+004,8.82666888071242e+004
1.26800000000000e+003	3.34388800288682e+004,8.83219537338568e+004
1.26900000000000e+003	3.34882786348016e+004,8.83771865920698e+004
1.27000000000000e+003	3.35377059096857e+004,8.84323873641899e+004
1.27100000000000e+003	3.35871618308159e+004,8.84875560326605e+004
1.27200000000000e+003	3.36366463754758e+004,8.85426925799422e+004
1.27300000000000e+003	3.36861595209374e+004,8.85977969885125e+004
1.27400000000000e+003	3.37357012444605e+004,8.86528692408657e+004
1.27500000000000e+003	3.37852715232935e+004,8.87079093195136e+004
1.27600000000000e+003	3.38348703346727e+004,8.87629172069846e+004
1.27700000000000e+003	3.38844976558228e+004,8.88178928858243e+004
1.27800000000000e+003	3.39341534639567e+004,8.88728363385954e+004
1.27900000000000e+003	3.39838377362755e+004,8.89277475478774e+004
1.28000000000000e+003	3.40335504499685e+004,8.89826264962671e+004
1.28100000000000e+003	3.40832915822134e+004,8.90374731663783e+004
1.28200000000000e+003	3.41330611101762e+004,8.90922875408418e+004
1.28300000000000e+003	3.41828590110112e+004,8.91470696023056e+004
1.28400000000000e+003	3.42326852618608e+004,8.92018193334346e+004
1.28500000000000e+003	3.42825398398559e+004,8.92565367169111e+004
1.28600000000000e+003	3.43324227221160e+004,8.93112217354341e+004
1.28700000000000e+003	3.43823338857484e+004,8.93658743717201e+004
1.28800000000000e+003	3.44322733078492e+004,8.94204946085025e+004
1.28900000000000e+003	3.44822409655026e+004,8.94750824285319e+004
1.29000000000000e+003	3.45322368357815e+004,8.95296378145761e+004
1.29100000000000e+003	3.45822608957469e+004,8.95841607494198e+004
1.29200000000000e+003	3.46323131224485e+004,8.96386512158651e+004
1.29300000000000e+003	3.46823934929242e+004,8.96931091967313e+004
1.29400000000000e+003	3.47325019842005e+004,8.97475346748547e+004
1.29500000000000e+003	3.47826385732923e+004,8.98019276330888e+004
1.29600000000000e+003	3.48328032372029e+004,8.98562880543044e+004
1.29700000000000e+003	3.48829959529243e+004,8.99106159213894e+004
1.29800000000000e+003	3.49332166974367e+004,8.99649112172489e+004
1.29900000000000e+003	3.49834654477092e+004,9.00191739248053e+004
1.30000000000000e+003	3.50337421806990e+004,9.00734040269982e+004
1.30100000000000e+003	3.50840468733523e+004,9.01276015067844e+004
1.30200000000000e+003	3.51343795026034e+004,9.01817663471378e+004
1.30300000000000e+003	3.51847400453754e+004,9.02358985310500e+004
1.30400000000000e+003	3.52351284785801e+004,9.02899980415291e+004
1.30500000000000e+003	3.52855447791177e+004,9.03440648616013e+004
1.30600000000000e+003	3.53359889238769e+004,9.03980989743095e+004
1.30700000000000e+003	3.53864608897354e+004,9.04521003627141e+004
1.30800000000000e+003	3.54369606535593e+004,9.05060690098927e+004
1.30900000000000e+003	3.54874881922032e+004,9.05600048989402e+004
1.31000000000000e+003	3.55380434825108e+004,9.06139080129689e+004
1.31100000000000e+003	3.55886265013140e+004,9.06677783351084e+004
1.31200000000000e+003	3.56392372254337e+004,9.07216158485055e+004
1.31300000000000e+003	3.56898756316794e+004,9.07754205363245e+004
1.31400000000000e+003	3.57405416968493e+004,9.08291923817468e+004
1.31500000000000e+003	3.57912353977304e+004,9.08829313679713e+004
1.31600000000000e+003	3.58419567110982e+004,9.09366374782143e+004
1.31700000000000e+003	3.58927056137174e+004,9.09903106957093e+004
1.31800000000000e+003	3.59434820823411e+004,9.10439510037073e+004
1.31900000000000e+003	3.59942860937113e+004,9.10975583854768e+004
1.32000000000000e+003	3.60451176245589e+004,9.11511328243032e+004
1.32100000000000e+003	3.60959766516033e+004,9.12046743034900e+004
1.32200000000000e+003	3.61468631515533e+004,9.12581828063573e+004
1.32300000000000e+003	3.61977771011058e+004,9.13116583162433e+004
1.32400000000000e+003	3.62487184769471e+004,9.13651008165032e+004
1.32500000000000e+003	3.62996872557522e+004,9.14185102905098e+004
1.32600000000000e+003	3.63506834141849e+004,9.14718867216533e+004
1.32700000000000e+003	3.64017069288982e+004,9.15252300933414e+004
1.32800000000000e+003	3.64527577765334e+004,9.15785403889990e+004
1.32900000000000e+003	3.65038359337213e+004,9.16318175920688e+004
1.33000000000000e+003	3.65549413770814e+004,9.16850616860108e+004
1.33100000000000e+003	3.66060740832222e+004,9.17382726543023e+004
1.33200000000000e+003	3.66572340287410e+004,9.17914504804385e+004
1.33300000000000e+003	3.67084211902244e+004,9.18445951479316e+004
1.33400000000000e+003	3.67596355442476e+004,9.18977066403116e+004
1.33500000000000e+003	3.68108770673751e+004,9.19507849411260e+004
1.33600000000000e+003	3.68621457361603e+004,9.20038300339397e+004
1.33700000000000e+003	3.69134415271455e+004,9.20568419023352e+004
1.33800000000000e+003	3.69647644168624e+004,9.21098205299124e+004
1.33900000000000e+003	3.70161143818314e+004,9.21627659002889e+004
1.34000000000000e+003	3.70674913985620e+004,9.22156779970998e+004
1.34100000000000e+003	3.71188954435531e+004,9.22685568039976e+004
1.34200000000000e+003	3.71703264932923e+004,9.23214023046526e+004
1.34300000000000e+003	3.72217845242566e+004,9.23742144827525e+004
1.34400000000000e+003	3.72732695129119e+004,9.24269933220025e+004
1.34500000000000e+003	3.73247814357134e+004,9.24797388061257e+004
1.34600000000000e+003	3.73763202691054e+004,9.25324509188623e+004
1.34700000000000e+003	3.74278859895215e+004,9.25851296439707e+004
1.34800000000000e+003	3.74794785733840e+004,9.26377749652264e+004
1.34900000000000e+003	3.75310979971051e+004,9.26903868664226e+004
1.35000000000000e+003	3.75827442370855e+004,9.27429653313705e+004
1.35100000000000e+003	3.76344172697158e+004,9.27955103438984e+004
1.35200000000000e+003	3.76861170713752e+004,9.28480218878526e+004
1.35300000000000e+003	3.77378436184326e+004,9.29004999470968e+004
1.35400000000000e+003	3.77895968872460e+004,9.29529445055126e+004
1.35500000000000e+003	3.78413768541625e+004,9.30053555469990e+004
1.35600000000000e+003	3.78931834955189e+004,9.30577330554729e+004
1.35700000000000e+003	3.79450167876409e+004,9.31100770148687e+004
1.35800000000000e+003	3.79968767068437e+004,9.31623874091386e+004
1.35900000000000e+003	3.80487632294318e+004,9.32146642222524e+004
1.36000000000000e+003	3.81006763316991e+004,9.32669074381975e+004
1.36100000000000e+003	3.81526159899287e+004,9.33191170409794e+004
1.36200000000000e+003	3.82045821803934e+004,9.33712930146208e+004
1.36300000000000e+003	3.82565748793548e+004,9.34234353431625e+004
1.36400000000000e+003	3.83085940630646e+004,9.34755440106629e+004
1.36500000000000e+003	3.83606397077633e+004,9.35276190011980e+004
1.36600000000000e+003	3.84127117896813e+004,9.35796602988617e+004
1.36700000000000e+003	3.84648102850380e+004,9.36316678877657e+004
1.36800000000000e+003	3.85169351700428e+004,9.36836417520393e+004
1.36900000000000e+003	3.85690864208939e+004,9.37355818758296e+004
1.37000000000000e+003	3.86212640137796e+004,9.37874882433015e+004
1.37100000000000e+003	3.86734679248774e+004,9.38393608386377e+004
1.37200000000000e+003	3.87256981303541e+004,9.38911996460387e+004
1.37300000000000e+003	3.87779546063665e+004,9.39430046497227e+004
1.37400000000000e+003	3.88302373290605e+004,9.39947758339258e+004
1.37500000000000e+003	3.88825462745719e+004,9.40465131829019e+004
1.37600000000000e+003	3.89348814190259e+004,9.40982166809225e+004
1.37700000000000e+003	3.89872427385372e+004,9.41498863122773e+004
1.37800000000000e+003	3.90396302092101e+004,9.42015220612736e+004
1.37900000000000e+003	3.90920438071388e+004,9.42531239122365e+004
1.38000000000000e+003	3.91444835084067e+004,9.43046918495091e+004
1.38100000000000e+003	3.91969492890870e+004,9.43562258574522e+004
1.38200000000000e+003	3.92494411252428e+004,9.44077259204446e+004
1.38300000000000e+003	3.93019589929265e+004,9.44591920228827e+004
1.38400000000000e+003	3.93545028681802e+004,9.45106241491812e+004
1.38500000000000e+003	3.94070727270360e+004,9.45620222837725e+004
1.38600000000000e+003	3.94596685455153e+004,9.46133864111065e+004
1.38700000000000e+003	3.95122902996296e+004,9.46647165156516e+004
1.38800000000000e+003	3.95649379653798e+004,9.47160125818939e+004
1.38900000000000e+003	3.96176115187567e+004,9.47672745943372e+004
1.39000000000000e+003	3.96703109357410e+004,9.48185025375033e+004
1.39100000000000e+003	3.97230361923028e+004,9.48696963959322e+004
1.39200000000000e+003	3.97757872644023e+004,9.49208561541814e+004
1.39300000000000e+003	3.98285641279895e+004,9.49719817968268e+004
1.39400000000000e+003	3.98813667590039e+004,9.50230733084618e+004
1.39500000000000e+003	3.99341951333753e+004,9.50741306736982e+004
1.39600000000000e+003	3.99870492270228e+004,9.51251538771653e+004
1.39700000000000e+003	4.00399290158559e+004,9.51761429035107e+004
1.39800000000000e+003	4.00928344757735e+004,9.52270977373998e+004
1.39900000000000e+003	4.01457655826647e+004,9.52780183635162e+004
1.40000000000000e+003	4.01987223124084e+004,9.53289047665612e+004
1.40100000000000e+003	4.02517046408734e+004,9.53797569312543e+004
1.40200000000000e+003	4.03047125439183e+004,9.54305748423330e+004
1.40300000000000e+003	4.03577459973918e+004,9.54813584845526e+004
1.40400000000000e+003	4.04108049771326e+004,9.55321078426867e+004
1.40500000000000e+003	4.04638894589693e+004,9.55828229015268e+004
1.40600000000000e+003	4.05169994187203e+004,9.56335036458824e+004
1.40700000000000e+003	4.05701348321944e+004,9.56841500605810e+004
1.40800000000000e+003	4.06232956751899e+004,9.57347621304683e+004
1.40900000000000e+003	4.06764819234955e+004,9.57853398404080e+004
1.41000000000000e+003	4.07296935528899e+004,9.58358831752818e+004
1.41100000000000e+003	4.07829305391416e+004,9.58863921199894e+004
1.41200000000000e+003	4.08361928580096e+004,9.59368666594488e+004
1.41300000000000e+003	4.08894804852424e+004,9.59873067785959e+004
1.41400000000000e+003	4.09427933965792e+004,9.60377124623847e+004
1.41500000000000e+003	4.09961315677489e+004,9.60880836957875e+004
1.41600000000000e+003	4.10494949744706e+004,9.61384204637943e+004
1.41700000000000e+003	4.11028835924536e+004,9.61887227514136e+004
1.41800000000000e+003	4.11562973973974e+004,9.62389905436719e+004
1.41900000000000e+003	4.12097363649916e+004,9.62892238256137e+004
1.42000000000000e+003	4.12632004709157e+004,9.63394225823017e+004
1.42100000000000e+003	4.13166896908400e+004,9.63895867988169e+004
1.42200000000000e+003	4.13702040004244e+004,9.64397164602581e+004
1.42300000000000e+003	4.14237433753195e+004,9.64898115517427e+004
1.42400000000000e+003	4.14773077911658e+004,9.65398720584057e+004
1.42500000000000e+003	4.15308972235941e+004,9.65898979654008e+004
1.42600000000000e+003	4.15845116482256e+004,9.66398892578997e+004
1.42700000000000e+003	4.16381510406717e+004,9.66898459210920e+004
1.42800000000000e+003	4.16918153765342e+004,9.67397679401858e+004
1.42900000000000e+003	4.17455046314049e+004,9.67896553004073e+004
1.43000000000000e+003	4.17992187808662e+004,9.68395079870009e+004
1.43100000000000e+003	4.18529578004907e+004,9.68893259852293e+004
1.43200000000000e+003	4.19067216658415e+004,9.69391092803731e+004
1.43300000000000e+003	4.19605103524719e+004,9.69888578577315e+004
1.43400000000000e+003	4.20143238359255e+004,9.70385717026218e+004
1.43500000000000e+003	4.20681620917366e+004,9.70882508003793e+004
1.43600000000000e+003	4.21220250954297e+004,9.71378951363579e+004
1.43700000000000e+003	4.21759128225196e+004,9.71875046959294e+004
1.43800000000000e+003	4.22298252485118e+004,9.72370794644843e+004
1.43900000000000e+003	4.22837623489021e+004,9.72866194274308e+004
1.44000000000000e+003	4.23377240991766e+004,9.73361245701959e+004
1.44100000000000e+003	4.23917104748123e+004,9.73855948782245e+004
1.44200000000000e+003	4.24457214512763e+004,9.74350303369798e+004
1.44300000000000e+003	4.24997570040263e+004,9.74844309319437e+004
1.44400000000000e+003	4.25538171085106e+004,9.75337966486157e+004
1.44500000000000e+003	4.26079017401680e+004,9.75831274725143e+004
